0,1122.26
1,921.03
2,962.46
3,1035.97
4,1078.59
5,1110.97
6,1121.91
7,992.83
8,1103.23
9,944.66
10,1030.07
11,942.35
12,909.83
13,1125.79
14,947.21
15,1067.83
16,991.64
17,963.2
18,912.61
19,1018.91
20,997.93
21,1129.61
22,963.64
23,1009.76
24,984.89
25,1033.27
26,934.76
27,1122.1
28,1032.46
29,999.56
30,1021.88
31,1120.12
32,1007.78
33,1101.05
34,1110.52
35,1120.5
36,1015.99
37,1104.89
38,1049.28
39,923.36
40,1051.23
41,986.03
42,986.25
43,923.27
44,906.94
45,904.5
46,913.96
47,1045.15
48,1114.54
49,951.76
50,1069.41
51,1061.46
52,1100.81
53,1075.79
54,1129.35
55,994.7
56,937.77
57,1046.64
58,1057.79
59,985.75
60,1080.08
61,1015.01
62,1116.73
63,982.53
64,910.1
65,920.01
66,912.25
67,1109.19
68,1011.6
69,1126.08
70,1073.42
71,1068.5
72,1031.05
73,1102.34
74,928.88
75,1005.04
76,1021.27
77,1105.64
78,969.72
79,1025.93
80,1042.03
81,955.21
82,996.53
83,900.44
84,1104.4
85,935.0
86,1045.75
87,949.59
88,1095.53
89,1018.39
90,1027.08
91,1005.9
92,963.29
